;strategy;selectivity;maxToAverageRatio;averageLatency;averageCryptoTime;averageComputeTime;failCheckPeriod;healthCheckPeriod;multicastSize;deadline;failureRate;depth;fanout;groupSize;concentration;random;seed;status;work;latency;completeness;circulatingAggregateIds;finalUsedBandwidth;observedFailureRate;work_Querier;failures_Querier;messages_Querier;initial_nodes_Querier;final_nodes_Querier;bandwidth_Querier;work_Aggregator;failures_Aggregator;messages_Aggregator;initial_nodes_Aggregator;final_nodes_Aggregator;bandwidth_Aggregator;work_LeafAggregator;failures_LeafAggregator;messages_LeafAggregator;initial_nodes_LeafAggregator;final_nodes_LeafAggregator;bandwidth_LeafAggregator;work_Contributor;failures_Contributor;messages_Contributor;initial_nodes_Contributor;final_nodes_Contributor;bandwidth_Contributor;work_Backup;failures_Backup;messages_Backup;initial_nodes_Backup;final_nodes_Backup;bandwidth_Backup
18230;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7,5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,000075-s5-d6-c0-268;Success;13407700,0;10000,0;99,48;1491,0;65085,0;0,86;0,0;0,0;25,0;1,0;1,0;0,0;31600,0;16,0;41528,0;1705,0;1713,0;2099,0;8696700,0;39,0;243687,0;5120,0;5140,0;5243,0;4651600,0;50,0;91757,0;5777,0;5777,0;57743,0;27800,0;48,0;250,0;5120,0;5092,0;0,0
18368;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,0001;6,0;4,0;5,0;0,0;True;STRAW-f0,0001-s5-d6-c0-269;Success;13971600,0;20100,0;98,46;2117,0;68181,0;1,97;0,0;0,0;317,0;1,0;1,0;0,0;111700,0;36,0;69522,0;1705,0;1729,0;3834,0;8967900,0;102,0;348768,0;5120,0;5198,0;5710,0;4791800,0;117,0;178626,0;5831,0;5831,0;58637,0;100200,0;96,0;899,0;5120,0;5018,0;0,0
18507;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,0;6,0;4,0;5,0;0,0;True;STRAW-f0-s5-d6-c0-270;Success;13254900,0;4100,0;100,0;1365,0;64455,0;0,0;0,0;0,0;15,0;1,0;1,0;0,0;0,0;0,0;23870,0;1705,0;1705,0;1705,0;8644500,0;0,0;175740,0;5120,0;5120,0;5120,0;4610400,0;0,0;34578,0;5763,0;5763,0;57630,0;0,0;0,0;0,0;5120,0;5120,0;0,0
18647;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;2,5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,000025-s5-d6-c0-271;Success;13360100,0;10000,0;99,83;1425,0;65041,0;0,25;0,0;0,0;55,0;1,0;1,0;0,0;4900,0;1,0;41202,0;1705,0;1705,0;1930,0;8701200,0;12,0;244404,0;5120,0;5127,0;5170,0;4647000,0;17,0;92468,0;5793,0;5793,0;57941,0;7000,0;15,0;63,0;5120,0;5113,0;0,0
18788;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,00005-s5-d6-c0-272;Success;13364100,0;10300,0;99,62;1450,0;64815,0;0,56;0,0;0,0;26,0;1,0;1,0;0,0;20600,0;7,0;41385,0;1705,0;1708,0;1977,0;8680200,0;35,0;243588,0;5120,0;5140,0;5204,0;4640500,0;31,0;91721,0;5765,0;5765,0;57634,0;22800,0;27,0;205,0;5120,0;5097,0;0,0
18930;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7,5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,000075-s5-d6-c0-273;Success;13453500,0;10000,0;99,55;1484,0;65113,0;0,82;0,0;0,0;25,0;1,0;1,0;0,0;37200,0;14,0;41545,0;1705,0;1713,0;2078,0;8711700,0;38,0;243540,0;5120,0;5148,0;5240,0;4668800,0;46,0;91749,0;5777,0;5777,0;57795,0;35800,0;47,0;322,0;5120,0;5084,0;0,0
19073;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,0001;6,0;4,0;5,0;0,0;True;STRAW-f0,0001-s5-d6-c0-274;Success;14565400,0;38100,0;96,52;3031,0;70832,0;4,0;0,0;0,0;897,0;1,0;1,0;0,0;307100,0;79,0;124328,0;1705,0;1775,0;6431,0;9137900,0;216,0;541564,0;5120,0;5308,0;6324,0;4875400,0;222,0;337561,0;5722,0;5722,0;58077,0;245000,0;189,0;2191,0;5120,0;4862,0;0,0
19217;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,0;6,0;4,0;5,0;0,0;True;STRAW-f0-s5-d6-c0-275;Success;13386000,0;4100,0;100,0;1365,0;65025,0;0,0;0,0;0,0;15,0;1,0;1,0;0,0;0,0;0,0;23870,0;1705,0;1705,0;1705,0;8730000,0;0,0;176783,0;5120,0;5120,0;5120,0;4656000,0;0,0;34920,0;5820,0;5820,0;58200,0;0,0;0,0;0,0;5120,0;5120,0;0,0
19362;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;2,5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,000025-s5-d6-c0-276;Success;13416900,0;10000,0;99,93;1389,0;65023,0;0,2;0,0;0,0;32,0;1,0;1,0;0,0;9900,0;3,0;41071,0;1705,0;1706,0;1788,0;8730900,0;15,0;244699,0;5120,0;5131,0;5140,0;4664100,0;11,0;92772,0;5808,0;5808,0;58095,0;12000,0;7,0;108,0;5120,0;5108,0;0,0
19508;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,00005-s5-d6-c0-277;Success;13363000,0;9700,0;99,62;1491,0;65136,0;0,49;0,0;0,0;67,0;1,0;1,0;0,0;19400,0;11,0;41413,0;1705,0;1713,0;2106,0;8688600,0;18,0;244072,0;5120,0;5129,0;5223,0;4638000,0;31,0;92044,0;5780,0;5780,0;57807,0;17000,0;27,0;153,0;5120,0;5103,0;0,0
19655;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7,5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,000075-s5-d6-c0-278;Success;13544700,0;17100,0;98,86;1753,0;66354,0;1,28;0,0;0,0;177,0;1,0;1,0;0,0;65400,0;21,0;59880,0;1705,0;1721,0;3067,0;8751200,0;55,0;312041,0;5120,0;5157,0;5493,0;4675500,0;81,0;149339,0;5766,0;5766,0;57794,0;52600,0;70,0;473,0;5120,0;5067,0;0,0
19803;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,0001;6,0;4,0;5,0;0,0;True;STRAW-f0,0001-s5-d6-c0-279;Success;14009000,0;25900,0;97,97;2327,0;68307,0;2,39;0,0;0,0;490,0;1,0;1,0;0,0;140800,0;31,0;87277,0;1705,0;1730,0;4441,0;8947500,0;137,0;412816,0;5120,0;5230,0;5775,0;4789700,0;140,0;231097,0;5760,0;5760,0;58091,0;131000,0;115,0;1174,0;5120,0;4985,0;0,0
19952;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,0;6,0;4,0;5,0;0,0;True;STRAW-f0-s5-d6-c0-280;Success;13300900,0;4100,0;100,0;1365,0;64655,0;0,0;0,0;0,0;15,0;1,0;1,0;0,0;0,0;0,0;23870,0;1705,0;1705,0;1705,0;8674500,0;0,0;176027,0;5120,0;5120,0;5120,0;4626400,0;0,0;34698,0;5783,0;5783,0;57830,0;0,0;0,0;0,0;5120,0;5120,0;0,0
20102;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;2,5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,000025-s5-d6-c0-281;Success;13473100,0;9700,0;99,81;1424,0;65485,0;0,27;0,0;0,0;52,0;1,0;1,0;0,0;9400,0;4,0;41190,0;1705,0;1709,0;1917,0;8772600,0;15,0;245691,0;5120,0;5126,0;5169,0;4681100,0;14,0;93136,0;5839,0;5839,0;58399,0;10000,0;15,0;90,0;5120,0;5110,0;0,0
20253;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,00005-s5-d6-c0-282;Success;13417900,0;11000,0;99,72;1452,0;64911,0;0,54;0,0;0,0;34,0;1,0;1,0;0,0;33800,0;8,0;41509,0;1705,0;1711,0;2015,0;8698800,0;44,0;243296,0;5120,0;5146,0;5219,0;4653300,0;24,0;91769,0;5762,0;5762,0;57677,0;32000,0;19,0;288,0;5120,0;5088,0;0,0
20405;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7,5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,000075-s5-d6-c0-283;Success;13609200,0;14100,0;99,28;1632,0;66300,0;1,03;0,0;0,0;117,0;1,0;1,0;0,0;48400,0;17,0;50802,0;1705,0;1715,0;2654,0;8807100,0;43,0;279997,0;5120,0;5153,0;5379,0;4710700,0;65,0;122144,0;5819,0;5819,0;58267,0;43000,0;58,0;386,0;5120,0;5077,0;0,0
20558;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,0001;6,0;4,0;5,0;0,0;True;STRAW-f0,0001-s5-d6-c0-284;Success;15266800,0;50100,0;95,07;3821,0;74846,0;5,29;0,0;0,0;1349,0;1,0;1,0;0,0;416300,0;109,0;161201,0;1705,0;1804,0;8586,0;9478400,0;254,0;678916,0;5120,0;5360,0;6852,0;5055300,0;308,0;449549,0;5819,0;5819,0;59408,0;316800,0;269,0;2818,0;5120,0;4781,0;0,0
20712;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,0;6,0;4,0;5,0;0,0;True;STRAW-f0-s5-d6-c0-285;Success;13383700,0;4100,0;100,0;1365,0;65015,0;0,0;0,0;0,0;15,0;1,0;1,0;0,0;0,0;0,0;23870,0;1705,0;1705,0;1705,0;8728500,0;0,0;176798,0;5120,0;5120,0;5120,0;4655200,0;0,0;34914,0;5819,0;5819,0;58190,0;0,0;0,0;0,0;5120,0;5120,0;0,0
20867;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;2,5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,000025-s5-d6-c0-286;Success;13366600,0;9700,0;99,88;1400,0;64991,0;0,17;0,0;0,0;45,0;1,0;1,0;0,0;9200,0;5,0;41093,0;1705,0;1711,0;1845,0;8706300,0;7,0;244703,0;5120,0;5122,0;5150,0;4643100,0;9,0;92656,0;5800,0;5800,0;57996,0;8000,0;9,0;72,0;5120,0;5112,0;0,0
21023;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,00005-s5-d6-c0-287;Success;13425000,0;10000,0;99,64;1478,0;65204,0;0,53;0,0;0,0;59,0;1,0;1,0;0,0;22600,0;10,0;41406,0;1705,0;1709,0;2067,0;8717700,0;25,0;244426,0;5120,0;5138,0;5210,0;4662900,0;38,0;92207,0;5793,0;5793,0;57927,0;21800,0;21,0;196,0;5120,0;5098,0;0,0
21180;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7,5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,000075-s5-d6-c0-288;Success;13257400,0;10000,0;99,58;1491,0;64497,0;0,61;0,0;0,0;46,0;1,0;1,0;0,0;25500,0;9,0;41484,0;1705,0;1710,0;2103,0;8604900,0;27,0;242255,0;5120,0;5139,0;5225,0;4603000,0;39,0;90966,0;5716,0;5716,0;57169,0;24000,0;32,0;217,0;5120,0;5096,0;0,0
21338;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,0001;6,0;4,0;5,0;0,0;True;STRAW-f0,0001-s5-d6-c0-289;Success;13563400,0;10000,0;99,6;1469,0;65423,0;0,83;0,0;0,0;25,0;1,0;1,0;0,0;40900,0;12,0;41484,0;1705,0;1712,0;2011,0;8777100,0;48,0;244885,0;5120,0;5153,0;5215,0;4705400,0;48,0;92401,0;5819,0;5819,0;58197,0;40000,0;40,0;360,0;5120,0;5080,0;0,0
21497;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,0;6,0;4,0;5,0;0,0;True;STRAW-f0-s5-d6-c0-290;Success;13284800,0;4100,0;100,0;1365,0;64585,0;0,0;0,0;0,0;15,0;1,0;1,0;0,0;0,0;0,0;23870,0;1705,0;1705,0;1705,0;8664000,0;0,0;176167,0;5120,0;5120,0;5120,0;4620800,0;0,0;34656,0;5776,0;5776,0;57760,0;0,0;0,0;0,0;5120,0;5120,0;0,0
21657;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;2,5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,000025-s5-d6-c0-291;Success;13373900,0;10900,0;99,83;1439,0;64984,0;0,28;0,0;0,0;49,0;1,0;1,0;0,0;17800,0;7,0;41251,0;1705,0;1710,0;1915,0;8700600,0;14,0;244320,0;5120,0;5128,0;5186,0;4642500,0;13,0;92394,0;5787,0;5787,0;57883,0;13000,0;15,0;117,0;5120,0;5107,0;0,0
21818;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,00005-s5-d6-c0-292;Success;13475400,0;14000,0;99,43;1604,0;65924,0;0,69;0,0;0,0;157,0;1,0;1,0;0,0;23100,0;11,0;50363,0;1705,0;1709,0;2476,0;8756100,0;33,0;279309,0;5120,0;5137,0;5300,0;4675200,0;51,0;121338,0;5810,0;5810,0;58148,0;21000,0;28,0;188,0;5120,0;5099,0;0,0
21980;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7,5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,000075-s5-d6-c0-293;Success;13581900,0;14000,0;99,15;1719,0;65931,0;1,18;0,0;0,0;146,0;1,0;1,0;0,0;66500,0;21,0;51015,0;1705,0;1718,0;2743,0;8760900,0;57,0;277662,0;5120,0;5169,0;5413,0;4693900,0;70,0;119839,0;5766,0;5766,0;57775,0;60600,0;61,0;544,0;5120,0;5058,0;0,0
22143;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,0001;6,0;4,0;5,0;0,0;True;STRAW-f0,0001-s5-d6-c0-294;Success;14509600,0;38100,0;96,81;2863,0;71227,0;3,54;0,0;0,0;781,0;1,0;1,0;0,0;240900,0;61,0;123810,0;1705,0;1758,0;6167,0;9175800,0;179,0;548466,0;5120,0;5274,0;6243,0;4895900,0;214,0;343656,0;5804,0;5804,0;58817,0;197000,0;174,0;1759,0;5120,0;4913,0;0,0
22307;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,0;6,0;4,0;5,0;0,0;True;STRAW-f0-s5-d6-c0-295;Success;13225000,0;4100,0;100,0;1365,0;64325,0;0,0;0,0;0,0;15,0;1,0;1,0;0,0;0,0;0,0;23870,0;1705,0;1705,0;1705,0;8625000,0;0,0;175736,0;5120,0;5120,0;5120,0;4600000,0;0,0;34500,0;5750,0;5750,0;57500,0;0,0;0,0;0,0;5120,0;5120,0;0,0
22472;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;2,5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,000025-s5-d6-c0-296;Success;13413100,0;10000,0;99,88;1407,0;65118,0;0,26;0,0;0,0;39,0;1,0;1,0;0,0;11200,0;5,0;41097,0;1705,0;1707,0;1843,0;8729700,0;12,0;244957,0;5120,0;5128,0;5154,0;4662200,0;15,0;92759,0;5811,0;5811,0;58121,0;10000,0;14,0;90,0;5120,0;5110,0;0,0
22638;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,00005-s5-d6-c0-297;Success;13551000,0;17000,0;99,26;1664,0;66124,0;0,75;0,0;0,0;167,0;1,0;1,0;0,0;37700,0;11,0;59173,0;1705,0;1713,0;2600,0;8785800,0;37,0;313425,0;5120,0;5147,0;5349,0;4692900,0;49,0;149972,0;5810,0;5810,0;58175,0;34600,0;37,0;310,0;5120,0;5085,0;0,0
22805;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7,5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,000075-s5-d6-c0-298;Success;13570600,0;13900,0;99,4;1588,0;65689,0;1,05;0,0;0,0;94,0;1,0;1,0;0,0;64200,0;24,0;50587,0;1705,0;1720,0;2397,0;8768900,0;50,0;278385,0;5120,0;5156,0;5326,0;4687700,0;48,0;120602,0;5787,0;5787,0;57966,0;49800,0;64,0;447,0;5120,0;5069,0;0,0
22973;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,0001;6,0;4,0;5,0;0,0;True;STRAW-f0,0001-s5-d6-c0-299;Success;13858100,0;14100,0;98,96;1741,0;67364,0;1,39;0,0;0,0;139,0;1,0;1,0;0,0;79800,0;27,0;51276,0;1705,0;1724,0;2944,0;8938700,0;70,0;281968,0;5120,0;5164,0;5474,0;4778400,0;83,0;122995,0;5880,0;5880,0;58946,0;61200,0;68,0;548,0;5120,0;5057,0;0,0
23142;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,0;6,0;4,0;5,0;0,0;True;STRAW-f0-s5-d6-c0-300;Success;13284800,0;4100,0;100,0;1365,0;64585,0;0,0;0,0;0,0;15,0;1,0;1,0;0,0;0,0;0,0;23870,0;1705,0;1705,0;1705,0;8664000,0;0,0;176240,0;5120,0;5120,0;5120,0;4620800,0;0,0;34656,0;5776,0;5776,0;57760,0;0,0;0,0;0,0;5120,0;5120,0;0,0
23312;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;2,5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,000025-s5-d6-c0-301;Success;13361800,0;9700,0;99,84;1417,0;64935,0;0,29;0,0;0,0;40,0;1,0;1,0;0,0;14600,0;8,0;41130,0;1705,0;1713,0;1866,0;8698200,0;14,0;244486,0;5120,0;5123,0;5158,0;4638000,0;11,0;92455,0;5792,0;5792,0;57911,0;11000,0;18,0;99,0;5120,0;5109,0;0,0
23483;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,00005-s5-d6-c0-302;Success;13487800,0;10900,0;99,79;1448,0;65359,0;0,55;0,0;0,0;40,0;1,0;1,0;0,0;33200,0;16,0;41385,0;1705,0;1714,0;1965,0;8757600,0;28,0;245211,0;5120,0;5134,0;5210,0;4674200,0;23,0;92747,0;5817,0;5817,0;58184,0;22800,0;31,0;205,0;5120,0;5097,0;0,0
23655;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7,5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,000075-s5-d6-c0-303;Success;14098800,0;32100,0;98,01;2205,0;68362,0;2,51;0,0;0,0;515,0;1,0;1,0;0,0;189400,0;50,0;104384,0;1705,0;1747,0;4395,0;8967900,0;131,0;479698,0;5120,0;5230,0;5800,0;4791300,0;132,0;288646,0;5767,0;5767,0;58167,0;150200,0;132,0;1345,0;5120,0;4968,0;0,0
23828;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,0001;6,0;4,0;5,0;0,0;True;STRAW-f0,0001-s5-d6-c0-304;Success;13566000,0;10000,0;99,47;1557,0;65809,0;0,93;0,0;0,0;65,0;1,0;1,0;0,0;35500,0;12,0;41656,0;1705,0;1712,0;2213,0;8788500,0;46,0;245380,0;5120,0;5147,0;5263,0;4708200,0;63,0;92572,0;5832,0;5832,0;58333,0;33800,0;45,0;303,0;5120,0;5086,0;0,0
24002;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,0;6,0;4,0;5,0;0,0;True;STRAW-f0-s5-d6-c0-305;Success;13287100,0;4100,0;100,0;1365,0;64595,0;0,0;0,0;0,0;15,0;1,0;1,0;0,0;0,0;0,0;23870,0;1705,0;1705,0;1705,0;8665500,0;0,0;175829,0;5120,0;5120,0;5120,0;4621600,0;0,0;34662,0;5777,0;5777,0;57770,0;0,0;0,0;0,0;5120,0;5120,0;0,0
24177;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;2,5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,000025-s5-d6-c0-306;Success;13460700,0;8100,0;99,85;1442,0;65642,0;0,24;0,0;0,0;45,0;1,0;1,0;0,0;6400,0;4,0;32704,0;1705,0;1707,0;1974,0;8773500,0;7,0;211912,0;5120,0;5120,0;5186,0;4678800,0;20,0;65120,0;5849,0;5849,0;58482,0;2000,0;12,0;18,0;5120,0;5118,0;0,0
24353;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,00005-s5-d6-c0-307;Success;13494700,0;10000,0;99,81;1431,0;65318,0;0,52;0,0;0,0;36,0;1,0;1,0;0,0;21600,0;11,0;41212,0;1705,0;1709,0;1910,0;8763000,0;31,0;245039,0;5120,0;5138,0;5174,0;4688300,0;21,0;92713,0;5820,0;5820,0;58234,0;21800,0;29,0;196,0;5120,0;5098,0;0,0
24530;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7,5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,000075-s5-d6-c0-308;Success;13418500,0;11800,0;99,43;1596,0;65275,0;0,73;0,0;0,0;102,0;1,0;1,0;0,0;34500,0;10,0;41829,0;1705,0;1710,0;2345,0;8696100,0;44,0;258567,0;5120,0;5145,0;5286,0;4646100,0;43,0;108881,0;5757,0;5757,0;57644,0;41800,0;33,0;329,0;5120,0;5090,0;0,0
24708;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,0001;6,0;4,0;5,0;0,0;True;STRAW-f0,0001-s5-d6-c0-309;Success;14368200,0;31100,0;97,42;2481,0;69430,0;3,11;400,0;0,0;585,0;1,0;1,0;0,0;210200,0;55,0;105105,0;1705,0;1747,0;4999,0;9095800,0;169,0;479837,0;5120,0;5271,0;5944,0;4873800,0;178,0;286389,0;5783,0;5783,0;58487,0;188000,0;149,0;1685,0;5120,0;4927,0;0,0
24887;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;3,0;0,0;True;STRAW-f0,00005-s3-d6-c0-310;Success;8746300,0;10000,0;99,69;1445,0;39171,0;0,49;0,0;0,0;15,0;1,0;1,0;0,0;6500,0;5,0;24791,0;1023,0;1024,0;1194,0;5235900,0;15,0;110562,0;3072,0;3079,0;3120,0;3495900,0;30,0;57837,0;5808,0;5808,0;34857,0;8000,0;13,0;72,0;3072,0;3064,0;0,0
25067;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;4,0;0,0;True;STRAW-f0,00005-s4-d6-c0-311;Success;11255800,0;13900,0;99,57;1505,0;52751,0;0,71;0,0;0,0;81,0;1,0;1,0;0,0;33900,0;11,0;40183,0;1364,0;1370,0;1777,0;7060500,0;39,0;195828,0;4096,0;4123,0;4208,0;4129000,0;36,0;98601,0;5835,0;5835,0;46766,0;32400,0;23,0;291,0;4096,0;4063,0;0,0
25248;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,00005-s5-d6-c0-312;Success;13613800,0;17100,0;99,29;1636,0;66202,0;0,88;0,0;0,0;149,0;1,0;1,0;0,0;51600,0;15,0;59257,0;1705,0;1714,0;2619,0;8809100,0;48,0;313856,0;5120,0;5157,0;5354,0;4707300,0;55,0;150892,0;5812,0;5812,0;58229,0;45800,0;38,0;410,0;5120,0;5074,0;0,0
25430;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;6,0;0,0;True;STRAW-f0,00005-s6-d6-c0-313;Success;15830700,0;11000,0;99,64;1514,0;78617,0;0,55;0,0;0,0;58,0;1,0;1,0;0,0;28500,0;7,0;49900,0;2046,0;2050,0;2551,0;10511100,0;39,0;355501,0;6144,0;6167,0;6310,0;5264100,0;36,0;109844,0;5808,0;5808,0;69756,0;27000,0;28,0;243,0;6144,0;6117,0;0,0
25613;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;3,0;0,0;True;STRAW-f0,00005-s3-d6-c0-314;Success;8789300,0;10800,0;99,73;1462,0;39351,0;0,55;0,0;0,0;21,0;1,0;1,0;0,0;12100,0;7,0;24834,0;1023,0;1026,0;1214,0;5256900,0;13,0;110948,0;3072,0;3079,0;3139,0;3510300,0;32,0;58121,0;5832,0;5832,0;34998,0;10000,0;20,0;90,0;3072,0;3062,0;0,0
25797;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;4,0;0,0;True;STRAW-f0,00005-s4-d6-c0-315;Success;11160200,0;13800,0;99,54;1538,0;52721,0;0,6;0,0;0,0;84,0;1,0;1,0;0,0;18800,0;3,0;40259,0;1364,0;1367,0;1874,0;7020600,0;24,0;195432,0;4096,0;4113,0;4238,0;4100800,0;41,0;98379,0;5818,0;5818,0;46609,0;20000,0;25,0;180,0;4096,0;4076,0;0,0
25982;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,00005-s5-d6-c0-316;Success;13487800,0;10000,0;99,73;1446,0;65467,0;0,43;0,0;0,0;31,0;1,0;1,0;0,0;24200,0;6,0;41346,0;1705,0;1711,0;1981,0;8761800,0;19,0;245592,0;5120,0;5132,0;5193,0;4684000,0;28,0;92903,0;5830,0;5830,0;58293,0;17800,0;23,0;160,0;5120,0;5102,0;0,0
26168;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;6,0;0,0;True;STRAW-f0,00005-s6-d6-c0-317;Success;15815500,0;10000,0;99,72;1443,0;78047,0;0,63;0,0;0,0;40,0;1,0;1,0;0,0;37400,0;10,0;49660,0;2046,0;2052,0;2335,0;10479600,0;46,0;353511,0;6144,0;6176,0;6231,0;5260700,0;30,0;109404,0;5789,0;5789,0;69481,0;37800,0;41,0;339,0;6144,0;6106,0;0,0
26355;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;3,0;0,0;True;STRAW-f0,00005-s3-d6-c0-318;Success;8717400,0;14000,0;99,55;1558,0;39165,0;0,62;0,0;0,0;71,0;1,0;1,0;0,0;21600,0;12,0;30169,0;1023,0;1031,0;1397,0;5207000,0;16,0;130137,0;3072,0;3082,0;3185,0;3471000,0;34,0;74521,0;5758,0;5758,0;34583,0;17800,0;18,0;160,0;3072,0;3054,0;0,0
