;strategy;selectivity;maxToAverageRatio;averageLatency;averageCryptoTime;averageComputeTime;failCheckPeriod;healthCheckPeriod;multicastSize;deadline;failureRate;depth;fanout;groupSize;concentration;random;seed;status;work;latency;completeness;circulatingAggregateIds;finalUsedBandwidth;observedFailureRate;work_Querier;failures_Querier;messages_Querier;initial_nodes_Querier;final_nodes_Querier;bandwidth_Querier;work_Aggregator;failures_Aggregator;messages_Aggregator;initial_nodes_Aggregator;final_nodes_Aggregator;bandwidth_Aggregator;work_LeafAggregator;failures_LeafAggregator;messages_LeafAggregator;initial_nodes_LeafAggregator;final_nodes_LeafAggregator;bandwidth_LeafAggregator;work_Contributor;failures_Contributor;messages_Contributor;initial_nodes_Contributor;final_nodes_Contributor;bandwidth_Contributor;work_Backup;failures_Backup;messages_Backup;initial_nodes_Backup;final_nodes_Backup;bandwidth_Backup
187976;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7,5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,000075-s5-d6-c0-928;Deadline;13307300,0;3900,0;0,0;1365,0;64622,0;0,33;0,0;0,0;2,0;1,0;1,0;0,0;0,0;6,0;6753,0;1705,0;1705,0;1656,0;8675400,0;16,0;115085,0;5120,0;5120,0;5099,0;4631900,0;17,0;5790,0;5790,0;5790,0;57867,0;0,0;20,0;0,0;5120,0;5120,0;0,0
188516;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,0001;6,0;4,0;5,0;0,0;True;STRAW-f0,0001-s5-d6-c0-929;Deadline;13427900,0;4000,0;0,0;1357,0;65040,0;0,44;0,0;0,0;0,0;1,0;1,0;0,0;0,0;5,0;6646,0;1705,0;1705,0;1573,0;8750700,0;22,0;115396,0;5120,0;5120,0;5073,0;4677200,0;29,0;5849,0;5849,0;5849,0;58394,0;0,0;23,0;0,0;5120,0;5120,0;0,0
189057;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;3,0;0,0;True;STRAW-f0,00005-s3-d6-c0-930;Deadline;8626800,0;3800,0;0,0;1354,0;38535,0;0,19;0,0;0,0;0,0;1,0;1,0;0,0;0,0;3,0;4028,0;1023,0;1023,0;977,0;5174400,0;3,0;39889,0;3072,0;3072,0;3051,0;3452400,0;13,0;5755,0;5755,0;5755,0;34507,0;0,0;5,0;0,0;3072,0;3072,0;0,0
189599;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;4,0;0,0;True;STRAW-f0,00005-s4-d6-c0-931;Deadline;10965400,0;3800,0;0,0;1350,0;51509,0;0,16;0,0;0,0;0,0;1,0;1,0;0,0;0,0;4,0;5339,0;1364,0;1364,0;1276,0;6922500,0;5,0;67749,0;4096,0;4096,0;4063,0;4042900,0;8,0;5778,0;5778,0;5778,0;46170,0;0,0;8,0;0,0;4096,0;4096,0;0,0
190142;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,00005-s5-d6-c0-932;Deadline;13475600,0;4000,0;0,0;1365,0;65378,0;0,19;0,0;0,0;1,0;1,0;1,0;0,0;0,0;1,0;6778,0;1705,0;1705,0;1668,0;8785200,0;13,0;115733,0;5120,0;5120,0;5111,0;4690400,0;9,0;5863,0;5864,0;5864,0;58599,0;0,0;11,0;0,0;5120,0;5120,0;0,0
190686;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;6,0;0,0;True;STRAW-f0,00005-s6-d6-c0-933;Deadline;15521100,0;4100,0;0,0;1364,0;77074,0;0,21;0,0;0,0;0,0;1,0;1,0;0,0;0,0;8,0;8080,0;2046,0;2046,0;1958,0;10343700,0;16,0;187059,0;6144,0;6144,0;6122,0;5177400,0;9,0;5753,0;5754,0;5754,0;68994,0;0,0;10,0;0,0;6144,0;6144,0;0,0
191231;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;3,0;0,0;True;STRAW-f0,00005-s3-d6-c0-934;Deadline;8625700,0;3800,0;0,0;1354,0;38531,0;0,21;0,0;0,0;0,0;1,0;1,0;0,0;0,0;2,0;4028,0;1023,0;1023,0;973,0;5172900,0;6,0;39845,0;3072,0;3072,0;3055,0;3452800,0;13,0;5756,0;5756,0;5756,0;34503,0;0,0;6,0;0,0;3072,0;3072,0;0,0
191777;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;4,0;0,0;True;STRAW-f0,00005-s4-d6-c0-935;Deadline;10896200,0;3800,0;0,0;1341,0;51194,0;0,22;0,0;0,0;0,0;1,0;1,0;0,0;0,0;4,0;5314,0;1364,0;1364,0;1254,0;6877500,0;12,0;67417,0;4096,0;4096,0;4060,0;4018700,0;11,0;5744,0;5744,0;5744,0;45880,0;0,0;6,0;0,0;4096,0;4096,0;0,0
192324;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,00005-s5-d6-c0-936;Deadline;13302300,0;4000,0;0,0;1364,0;64585,0;0,28;0,0;0,0;0,0;1,0;1,0;0,0;0,0;6,0;6739,0;1705,0;1705,0;1639,0;8671500,0;17,0;115048,0;5120,0;5120,0;5100,0;4630800,0;11,0;5789,0;5789,0;5789,0;57846,0;0,0;16,0;0,0;5120,0;5120,0;0,0
192872;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;6,0;0,0;True;STRAW-f0,00005-s6-d6-c0-937;Deadline;15666000,0;4100,0;0,0;1359,0;77739,0;0,19;0,0;0,0;0,0;1,0;1,0;0,0;0,0;3,0;8102,0;2046,0;2046,0;1983,0;10440300,0;15,0;187802,0;6144,0;6144,0;6119,0;5225700,0;9,0;5807,0;5807,0;5807,0;69637,0;0,0;12,0;0,0;6144,0;6144,0;0,0
193421;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;3,0;0,0;True;STRAW-f0,00005-s3-d6-c0-938;Deadline;8646200,0;3800,0;0,0;1350,0;38603,0;0,21;0,0;0,0;0,0;1,0;1,0;0,0;0,0;1,0;4016,0;1023,0;1023,0;964,0;5183400,0;9,0;39962,0;3072,0;3072,0;3052,0;3462800,0;10,0;5773,0;5773,0;5773,0;34587,0;0,0;7,0;0,0;3072,0;3072,0;0,0
193971;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;4,0;0,0;True;STRAW-f0,00005-s4-d6-c0-939;Deadline;11080500,0;3900,0;0,0;1364,0;52066,0;0,14;0,0;0,0;0,0;1,0;1,0;0,0;0,0;3,0;5409,0;1364,0;1364,0;1330,0;6996900,0;5,0;68235,0;4096,0;4096,0;4079,0;4083600,0;9,0;5834,0;5834,0;5834,0;46657,0;0,0;5,0;0,0;4096,0;4096,0;0,0
194522;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,00005-s5-d6-c0-940;Deadline;13423200,0;4000,0;0,0;1355,0;65099,0;0,16;0,0;0,0;0,0;1,0;1,0;0,0;0,0;4,0;6734,0;1705,0;1705,0;1635,0;8751600,0;9,0;115666,0;5120,0;5120,0;5099,0;4671600,0;7,0;5841,0;5841,0;5841,0;58365,0;0,0;8,0;0,0;5120,0;5120,0;0,0
195074;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;6,0;0,0;True;STRAW-f0,00005-s6-d6-c0-941;Deadline;15593100,0;4100,0;0,0;1357,0;77374,0;0,16;0,0;0,0;0,0;1,0;1,0;0,0;0,0;4,0;8069,0;2046,0;2046,0;1964,0;10392900,0;10,0;187669,0;6144,0;6144,0;6105,0;5200200,0;14,0;5780,0;5780,0;5780,0;69305,0;0,0;5,0;0,0;6144,0;6144,0;0,0
195627;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;3,0;0,0;True;STRAW-f0,00005-s3-d6-c0-942;Deadline;8651100,0;3800,0;0,0;1359,0;38673,0;0,17;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;4068,0;1023,0;1023,0;1001,0;5189400,0;4,0;39998,0;3072,0;3072,0;3067,0;3461700,0;12,0;5770,0;5770,0;5770,0;34605,0;0,0;6,0;0,0;3072,0;3072,0;0,0
196181;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;4,0;0,0;True;STRAW-f0,00005-s4-d6-c0-943;Deadline;11112100,0;3900,0;0,0;1354,0;52173,0;0,18;0,0;0,0;0,0;1,0;1,0;0,0;0,0;1,0;5382,0;1364,0;1364,0;1304,0;7015200,0;8,0;68351,0;4096,0;4096,0;4078,0;4096900,0;13,0;5854,0;5855,0;5855,0;46791,0;0,0;5,0;0,0;4096,0;4096,0;0,0
196736;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,00005-s5-d6-c0-944;Deadline;13273900,0;4000,0;0,0;1365,0;64476,0;0,17;0,0;0,0;1,0;1,0;1,0;0,0;0,0;2,0;6760,0;1705,0;1705,0;1659,0;8655300,0;6,0;115048,0;5120,0;5120,0;5102,0;4618600,0;9,0;5774,0;5774,0;5774,0;57715,0;0,0;14,0;0,0;5120,0;5120,0;0,0
197292;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;6,0;0,0;True;STRAW-f0,00005-s6-d6-c0-945;Deadline;15497700,0;4100,0;0,0;1359,0;76976,0;0,23;0,0;0,0;0,0;1,0;1,0;0,0;0,0;7,0;8089,0;2046,0;2046,0;1968,0;10328700,0;15,0;187033,0;6144,0;6144,0;6121,0;5169000,0;13,0;5744,0;5745,0;5745,0;68887,0;0,0;12,0;0,0;6144,0;6144,0;0,0
197849;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;3,0;0,0;True;STRAW-f0,00005-s3-d6-c0-946;Deadline;8662500,0;3800,0;0,0;1354,0;38679,0;0,23;0,0;0,0;0,0;1,0;1,0;0,0;0,0;2,0;4027,0;1023,0;1023,0;975,0;5194500,0;10,0;39975,0;3072,0;3072,0;3052,0;3468000,0;13,0;5781,0;5781,0;5781,0;34652,0;0,0;5,0;0,0;3072,0;3072,0;0,0
198407;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;4,0;0,0;True;STRAW-f0,00005-s4-d6-c0-947;Deadline;10977200,0;3800,0;0,0;1351,0;51594,0;0,23;0,0;0,0;0,0;1,0;1,0;0,0;0,0;3,0;5376,0;1364,0;1364,0;1298,0;6931200,0;8,0;67821,0;4096,0;4096,0;4078,0;4046000,0;14,0;5782,0;5782,0;5782,0;46218,0;0,0;11,0;0,0;4096,0;4096,0;0,0
198966;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,00005-s5-d6-c0-948;Deadline;13337400,0;4000,0;0,0;1355,0;64719,0;0,18;0,0;0,0;0,0;1,0;1,0;0,0;0,0;4,0;6725,0;1705,0;1705,0;1630,0;8695200,0;8,0;115304,0;5120,0;5120,0;5095,0;4642200,0;12,0;5804,0;5804,0;5804,0;57994,0;0,0;8,0;0,0;5120,0;5120,0;0,0
199526;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;6,0;0,0;True;STRAW-f0,00005-s6-d6-c0-949;Deadline;15632200,0;4100,0;0,0;1363,0;77575,0;0,2;0,0;0,0;0,0;1,0;1,0;0,0;0,0;7,0;8094,0;2046,0;2046,0;1974,0;10419300,0;10,0;187899,0;6144,0;6144,0;6120,0;5212900,0;8,0;5793,0;5793,0;5793,0;69481,0;0,0;15,0;0,0;6144,0;6144,0;0,0
200087;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;3,0;0,0;True;STRAW-f0,00005-s3-d6-c0-950;Deadline;8689500,0;3800,0;0,0;1350,0;38797,0;0,18;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;4041,0;1023,0;1023,0;980,0;5212200,0;5,0;40119,0;3072,0;3072,0;3061,0;3477300,0;11,0;5797,0;5798,0;5798,0;34756,0;0,0;7,0;0,0;3072,0;3072,0;0,0
200649;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;4,0;0,0;True;STRAW-f0,00005-s4-d6-c0-951;Deadline;11057500,0;3900,0;0,0;1364,0;51974,0;0,18;0,0;0,0;0,0;1,0;1,0;0,0;0,0;3,0;5412,0;1364,0;1364,0;1326,0;6981600,0;8,0;68123,0;4096,0;4096,0;4086,0;4075900,0;7,0;5823,0;5823,0;5823,0;46562,0;0,0;9,0;0,0;4096,0;4096,0;0,0
201212;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,00005-s5-d6-c0-952;Deadline;13361300,0;3900,0;0,0;1354,0;64813,0;0,16;0,0;0,0;0,0;1,0;1,0;0,0;0,0;3,0;6715,0;1705,0;1705,0;1622,0;8710500,0;10,0;115348,0;5120,0;5120,0;5093,0;4650800,0;11,0;5815,0;5815,0;5815,0;58098,0;0,0;4,0;0,0;5120,0;5120,0;0,0
201776;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;6,0;0,0;True;STRAW-f0,00005-s6-d6-c0-953;Deadline;15712000,0;4000,0;0,0;1355,0;77878,0;0,2;0,0;0,0;0,0;1,0;1,0;0,0;0,0;4,0;8041,0;2046,0;2046,0;1936,0;10471200,0;15,0;188048,0;6144,0;6144,0;6105,0;5240800,0;11,0;5825,0;5825,0;5825,0;69837,0;0,0;11,0;0,0;6144,0;6144,0;0,0
202341;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;3,0;0,0;True;STRAW-f0,00005-s3-d6-c0-954;Deadline;8702700,0;3800,0;0,0;1359,0;38877,0;0,16;0,0;0,0;0,0;1,0;1,0;0,0;0,0;2,0;4065,0;1023,0;1023,0;999,0;5220000,0;4,0;40129,0;3072,0;3072,0;3066,0;3482700,0;9,0;5805,0;5805,0;5805,0;34812,0;0,0;6,0;0,0;3072,0;3072,0;0,0
202907;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;4,0;0,0;True;STRAW-f0,00005-s4-d6-c0-955;Deadline;10981100,0;3900,0;0,0;1359,0;51654,0;0,15;0,0;0,0;0,0;1,0;1,0;0,0;0,0;2,0;5418,0;1364,0;1364,0;1332,0;6934800,0;3,0;67822,0;4096,0;4096,0;4086,0;4046300,0;6,0;5781,0;5781,0;5781,0;46236,0;0,0;12,0;0,0;4096,0;4096,0;0,0
203474;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,00005-s5-d6-c0-956;Deadline;13366800,0;4000,0;0,0;1364,0;64890,0;0,18;0,0;0,0;0,0;1,0;1,0;0,0;0,0;3,0;6770,0;1705,0;1705,0;1664,0;8715900,0;11,0;115408,0;5120,0;5120,0;5106,0;4650900,0;13,0;5814,0;5814,0;5814,0;58120,0;0,0;5,0;0,0;5120,0;5120,0;0,0
204042;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;6,0;0,0;True;STRAW-f0,00005-s6-d6-c0-957;Deadline;15564600,0;4100,0;0,0;1365,0;77285,0;0,22;0,0;0,0;1,0;1,0;1,0;0,0;0,0;5,0;8101,0;2046,0;2046,0;1975,0;10373400,0;14,0;187435,0;6144,0;6144,0;6127,0;5191200,0;16,0;5769,0;5769,0;5769,0;69183,0;0,0;10,0;0,0;6144,0;6144,0;0,0
204611;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;3,0;0,0;True;STRAW-f0,00005-s3-d6-c0-958;Deadline;8653500,0;3800,0;0,0;1357,0;38642,0;0,15;0,0;0,0;0,0;1,0;1,0;0,0;0,0;3,0;4029,0;1023,0;1023,0;977,0;5190900,0;5,0;39985,0;3072,0;3072,0;3052,0;3462600,0;9,0;5772,0;5772,0;5772,0;34613,0;0,0;2,0;0,0;3072,0;3072,0;0,0
205181;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;4,0;0,0;True;STRAW-f0,00005-s4-d6-c0-959;Deadline;11025800,0;3800,0;0,0;1346,0;51757,0;0,25;0,0;0,0;0,0;1,0;1,0;0,0;0,0;1,0;5337,0;1364,0;1364,0;1269,0;6961200,0;7,0;67990,0;4096,0;4096,0;4068,0;4064600,0;20,0;5810,0;5810,0;5810,0;46420,0;0,0;10,0;0,0;4096,0;4096,0;0,0
205752;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,00005-s5-d6-c0-960;Deadline;13394200,0;4000,0;0,0;1364,0;65008,0;0,16;0,0;0,0;0,0;1,0;1,0;0,0;0,0;1,0;6767,0;1705,0;1705,0;1657,0;8733000,0;11,0;115485,0;5120,0;5120,0;5110,0;4661200,0;6,0;5827,0;5827,0;5827,0;58241,0;0,0;11,0;0,0;5120,0;5120,0;0,0
206324;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;6,0;0,0;True;STRAW-f0,00005-s6-d6-c0-961;Deadline;15685600,0;4100,0;0,0;1359,0;77833,0;0,16;0,0;0,0;0,0;1,0;1,0;0,0;0,0;4,0;8117,0;2046,0;2046,0;1988,0;10455600,0;10,0;188177,0;6144,0;6144,0;6129,0;5230000,0;10,0;5812,0;5812,0;5812,0;69716,0;0,0;8,0;0,0;6144,0;6144,0;0,0
206897;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;3,0;0,0;True;STRAW-f0,00005-s3-d6-c0-962;Deadline;8723100,0;3800,0;0,0;1354,0;38925,0;0,24;0,0;0,0;0,0;1,0;1,0;0,0;0,0;1,0;4032,0;1023,0;1023,0;975,0;5231700,0;8,0;40227,0;3072,0;3072,0;3057,0;3491400,0;16,0;5820,0;5820,0;5820,0;34893,0;0,0;6,0;0,0;3072,0;3072,0;0,0
207471;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;4,0;0,0;True;STRAW-f0,00005-s4-d6-c0-963;Deadline;11050700,0;3900,0;0,0;1364,0;51935,0;0,19;0,0;0,0;0,0;1,0;1,0;0,0;0,0;3,0;5401,0;1364,0;1364,0;1316,0;6977400,0;10,0;68039,0;4096,0;4096,0;4085,0;4073300,0;9,0;5819,0;5819,0;5819,0;46534,0;0,0;7,0;0,0;4096,0;4096,0;0,0
208046;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,00005-s5-d6-c0-964;Deadline;13385900,0;4000,0;0,0;1355,0;64926,0;0,22;0,0;0,0;0,0;1,0;1,0;0,0;0,0;4,0;6724,0;1705,0;1705,0;1622,0;8727300,0;8,0;115530,0;5120,0;5120,0;5102,0;4658600,0;13,0;5825,0;5825,0;5825,0;58202,0;0,0;14,0;0,0;5120,0;5120,0;0,0
208622;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;6,0;0,0;True;STRAW-f0,00005-s6-d6-c0-965;Deadline;15576400,0;4000,0;0,0;1346,0;77263,0;0,24;0,0;0,0;0,0;1,0;1,0;0,0;0,0;3,0;8034,0;2046,0;2046,0;1927,0;10381500,0;12,0;187592,0;6144,0;6144,0;6107,0;5194900,0;16,0;5775,0;5775,0;5775,0;69229,0;0,0;18,0;0,0;6144,0;6144,0;0,0
209199;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;3,0;0,0;True;STRAW-f0,00005-s3-d6-c0-966;Deadline;8646900,0;3800,0;0,0;1359,0;38636,0;0,18;0,0;0,0;0,0;1,0;1,0;0,0;0,0;1,0;4046,0;1023,0;1023,0;986,0;5185800,0;8,0;39926,0;3072,0;3072,0;3060,0;3461100,0;10,0;5769,0;5769,0;5769,0;34590,0;0,0;4,0;0,0;3072,0;3072,0;0,0
209777;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;4,0;0,0;True;STRAW-f0,00005-s4-d6-c0-967;Deadline;10907500,0;3900,0;0,0;1354,0;51308,0;0,26;0,0;0,0;0,0;1,0;1,0;0,0;0,0;1,0;5379,0;1364,0;1364,0;1299,0;6886200,0;15,0;67470,0;4096,0;4096,0;4080,0;4021300,0;16,0;5746,0;5747,0;5747,0;45929,0;0,0;8,0;0,0;4096,0;4096,0;0,0
210356;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,00005-s5-d6-c0-968;Deadline;13433800,0;4000,0;0,0;1365,0;65178,0;0,2;0,0;0,0;1,0;1,0;1,0;0,0;0,0;3,0;6764,0;1705,0;1705,0;1663,0;8759400,0;13,0;115646,0;5120,0;5120,0;5102,0;4674400,0;12,0;5843,0;5843,0;5843,0;58413,0;0,0;8,0;0,0;5120,0;5120,0;0,0
210936;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;6,0;0,0;True;STRAW-f0,00005-s6-d6-c0-969;Deadline;15699900,0;4100,0;0,0;1364,0;77914,0;0,14;0,0;0,0;0,0;1,0;1,0;0,0;0,0;1,0;8131,0;2046,0;2046,0;1998,0;10464300,0;11,0;188146,0;6144,0;6144,0;6133,0;5235600,0;7,0;5818,0;5818,0;5818,0;69783,0;0,0;9,0;0,0;6144,0;6144,0;0,0
211517;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;3,0;0,0;True;STRAW-f0,00005-s3-d6-c0-970;Deadline;8662200,0;3800,0;0,0;1359,0;38717,0;0,15;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;4068,0;1023,0;1023,0;1001,0;5196300,0;4,0;39986,0;3072,0;3072,0;3067,0;3465900,0;7,0;5777,0;5777,0;5777,0;34649,0;0,0;8,0;0,0;3072,0;3072,0;0,0
212099;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;4,0;0,0;True;STRAW-f0,00005-s4-d6-c0-971;Deadline;11097700,0;3900,0;0,0;1359,0;52140,0;0,21;0,0;0,0;0,0;1,0;1,0;0,0;0,0;3,0;5412,0;1364,0;1364,0;1330,0;7008000,0;7,0;68307,0;4096,0;4096,0;4082,0;4089700,0;15,0;5843,0;5843,0;5843,0;46728,0;0,0;8,0;0,0;4096,0;4096,0;0,0
212682;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,00005-s5-d6-c0-972;Deadline;13352300,0;3900,0;0,0;1359,0;64773,0;0,19;0,0;0,0;0,0;1,0;1,0;0,0;0,0;6,0;6711,0;1705,0;1705,0;1624,0;8704200,0;9,0;115274,0;5120,0;5120,0;5087,0;4648100,0;8,0;5811,0;5811,0;5811,0;58062,0;0,0;11,0;0,0;5120,0;5120,0;0,0
213266;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;6,0;0,0;True;STRAW-f0,00005-s6-d6-c0-973;Deadline;15612100,0;4100,0;0,0;1364,0;77513,0;0,17;0,0;0,0;0,0;1,0;1,0;0,0;0,0;6,0;8122,0;2046,0;2046,0;1996,0;10406700,0;6,0;187802,0;6144,0;6144,0;6126,0;5205400,0;12,0;5784,0;5784,0;5784,0;69391,0;0,0;10,0;0,0;6144,0;6144,0;0,0
213851;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;3,0;0,0;True;STRAW-f0,00005-s3-d6-c0-974;Deadline;8692100,0;3800,0;0,0;1359,0;38825,0;0,15;0,0;0,0;0,0;1,0;1,0;0,0;0,0;3,0;4056,0;1023,0;1023,0;994,0;5213700,0;4,0;40133,0;3072,0;3072,0;3062,0;3478400,0;9,0;5798,0;5798,0;5798,0;34769,0;0,0;4,0;0,0;3072,0;3072,0;0,0
214437;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;4,0;0,0;True;STRAW-f0,00005-s4-d6-c0-975;Deadline;10987600,0;3900,0;0,0;1364,0;51647,0;0,28;0,0;0,0;0,0;1,0;1,0;0,0;0,0;3,0;5369,0;1364,0;1364,0;1299,0;6933300,0;17,0;67743,0;4096,0;4096,0;4070,0;4054300,0;11,0;5792,0;5792,0;5792,0;46278,0;0,0;12,0;0,0;4096,0;4096,0;0,0
215024;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,00005-s5-d6-c0-976;Deadline;13290300,0;4000,0;0,0;1365,0;64544,0;0,19;0,0;0,0;1,0;1,0;1,0;0,0;0,0;7,0;6753,0;1705,0;1705,0;1656,0;8665500,0;10,0;115074,0;5120,0;5120,0;5098,0;4624800,0;7,0;5781,0;5781,0;5781,0;57790,0;0,0;10,0;0,0;5120,0;5120,0;0,0
215612;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;6,0;0,0;True;STRAW-f0,00005-s6-d6-c0-977;Deadline;15650500,0;4100,0;0,0;1365,0;77675,0;0,22;0,0;0,0;1,0;1,0;1,0;0,0;0,0;5,0;8107,0;2046,0;2046,0;1985,0;10430700,0;9,0;187815,0;6144,0;6144,0;6123,0;5219800,0;18,0;5800,0;5800,0;5800,0;69567,0;0,0;13,0;0,0;6144,0;6144,0;0,0
216201;STRAW;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;3,0;0,0;True;STRAW-f0,00005-s3-d6-c0-978;Deadline;8719800,0;3800,0;0,0;1359,0;38923,0;0,18;0,0;0,0;0,0;1,0;1,0;0,0;0,0;3,0;4042,0;1023,0;1023,0;985,0;5229900,0;7,0;40244,0;3072,0;3072,0;3057,0;3489900,0;10,0;5817,0;5817,0;5817,0;34881,0;0,0;4,0;0,0;3072,0;3072,0;0,0
