strategy;selectivity;maxToAverageRatio;averageLatency;averageCryptoTime;averageComputeTime;failCheckPeriod;healthCheckPeriod;multicastSize;deadline;failureRate;depth;fanout;groupSize;random;seed;status;work;latency;completeness;circulatingAggregateIds;finalUsedBandwidth;observedFailureRate;work_Querier;failures_Querier;messages_Querier;initial_nodes_Querier;final_nodes_Querier;bandwidth_Querier;work_Aggregator;failures_Aggregator;messages_Aggregator;initial_nodes_Aggregator;final_nodes_Aggregator;bandwidth_Aggregator;work_LeafAggregator;failures_LeafAggregator;messages_LeafAggregator;initial_nodes_LeafAggregator;final_nodes_LeafAggregator;bandwidth_LeafAggregator;work_Contributor;failures_Contributor;messages_Contributor;initial_nodes_Contributor;final_nodes_Contributor;bandwidth_Contributor;work_Backup;failures_Backup;messages_Backup;initial_nodes_Backup;final_nodes_Backup;bandwidth_Backup
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-45/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-46/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-47/100;Success;96100,00;5500,00;93,75;23,00;450,00;1,56;0,00;0,00;11,00;1,00;1,00;0,00;100,00;0,00;212,00;15,00;15,00;19,00;57600,00;1,00;479,00;48,00;48,00;47,00;38400,00;1,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-48/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-49/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,78;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;1,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-50/100;Success;95800,00;5500,00;93,75;23,00;449,00;1,56;0,00;0,00;11,00;1,00;1,00;0,00;100,00;0,00;212,00;15,00;15,00;19,00;57300,00;2,00;478,00;48,00;48,00;47,00;38400,00;0,00;64,00;64,00;64,00;383,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-51/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-52/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-53/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-54/100;Success;95200,00;2900,00;98,44;24,00;446,00;1,56;0,00;0,00;7,00;1,00;1,00;0,00;0,00;0,00;137,00;15,00;15,00;17,00;57000,00;0,00;436,00;48,00;48,00;49,00;38200,00;2,00;64,00;64,00;64,00;380,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-55/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,78;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;1,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-56/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-57/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-58/100;Success;94900,00;5500,00;93,75;23,00;446,00;1,56;0,00;0,00;11,00;1,00;1,00;0,00;100,00;1,00;212,00;15,00;15,00;19,00;56400,00;1,00;475,00;48,00;48,00;47,00;38400,00;0,00;64,00;64,00;64,00;380,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-59/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-60/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-61/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-62/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-63/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-64/100;Success;96100,00;5400,00;75,00;22,00;444,00;1,56;0,00;0,00;11,00;1,00;1,00;0,00;100,00;1,00;201,00;15,00;15,00;16,00;57600,00;0,00;476,00;48,00;48,00;44,00;38400,00;1,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-65/100;Success;94800,00;2800,00;98,44;21,00;441,00;0,78;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;56700,00;0,00;435,00;48,00;48,00;48,00;38100,00;1,00;64,00;64,00;64,00;378,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-66/100;Success;94900,00;2800,00;93,75;21,00;442,00;1,56;0,00;0,00;6,00;1,00;1,00;0,00;100,00;1,00;135,00;15,00;15,00;15,00;56400,00;1,00;423,00;48,00;48,00;47,00;38400,00;0,00;64,00;64,00;64,00;380,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-67/100;Success;96000,00;2800,00;100,00;21,00;447,00;1,56;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;1,00;432,00;48,00;48,00;48,00;38400,00;1,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-68/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-69/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-70/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,78;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;1,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-71/100;Success;95700,00;2200,00;0,00;0,00;382,00;1,56;100,00;0,00;2,00;1,00;1,00;0,00;0,00;1,00;66,00;15,00;15,00;0,00;57300,00;0,00;431,00;48,00;48,00;0,00;38300,00;1,00;64,00;64,00;64,00;382,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-72/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-73/100;Success;94600,00;5500,00;85,94;28,00;451,00;3,13;0,00;0,00;14,00;1,00;1,00;0,00;200,00;0,00;217,00;15,00;15,00;25,00;56100,00;2,00;479,00;48,00;48,00;48,00;38300,00;2,00;64,00;64,00;64,00;378,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-74/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,78;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;1,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-75/100;Success;96100,00;5400,00;75,00;22,00;444,00;1,56;0,00;0,00;11,00;1,00;1,00;0,00;100,00;1,00;201,00;15,00;15,00;16,00;57600,00;0,00;476,00;48,00;48,00;44,00;38400,00;1,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-76/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-77/100;Success;95900,00;5500,00;87,50;26,00;452,00;2,34;0,00;0,00;13,00;1,00;1,00;0,00;200,00;0,00;214,00;15,00;15,00;23,00;57300,00;3,00;477,00;48,00;48,00;46,00;38400,00;0,00;64,00;64,00;64,00;383,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-78/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,78;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;1,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-79/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-80/100;Success;95000,00;5400,00;68,75;22,00;439,00;3,91;0,00;0,00;11,00;1,00;1,00;0,00;200,00;1,00;198,00;15,00;15,00;16,00;56400,00;1,00;464,00;48,00;48,00;43,00;38400,00;3,00;64,00;64,00;64,00;380,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-81/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,78;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;1,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-82/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-83/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-84/100;Success;96100,00;5400,00;75,00;22,00;444,00;0,78;0,00;0,00;11,00;1,00;1,00;0,00;100,00;1,00;197,00;15,00;15,00;16,00;57600,00;0,00;476,00;48,00;48,00;44,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-85/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-86/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-87/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,78;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;1,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-88/100;Success;95800,00;5500,00;93,75;23,00;449,00;2,34;0,00;0,00;11,00;1,00;1,00;0,00;100,00;0,00;212,00;15,00;15,00;19,00;57300,00;2,00;478,00;48,00;48,00;47,00;38400,00;1,00;64,00;64,00;64,00;383,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-89/100;Success;96100,00;5500,00;93,75;23,00;450,00;0,78;0,00;0,00;11,00;1,00;1,00;0,00;100,00;0,00;212,00;15,00;15,00;19,00;57600,00;1,00;479,00;48,00;48,00;47,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-90/100;Success;95100,00;5500,00;87,50;27,00;453,00;3,91;0,00;0,00;14,00;1,00;1,00;0,00;300,00;0,00;218,00;15,00;15,00;27,00;56400,00;3,00;473,00;48,00;48,00;46,00;38400,00;2,00;64,00;64,00;64,00;380,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-91/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-92/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-93/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-94/100;Success;94900,00;5500,00;93,75;23,00;446,00;2,34;0,00;0,00;11,00;1,00;1,00;0,00;100,00;0,00;212,00;15,00;15,00;19,00;56400,00;1,00;475,00;48,00;48,00;47,00;38400,00;2,00;64,00;64,00;64,00;380,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-95/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-96/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-97/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-98/100;Success;96100,00;5400,00;75,00;22,00;444,00;1,56;0,00;0,00;11,00;1,00;1,00;0,00;100,00;1,00;201,00;15,00;15,00;16,00;57600,00;0,00;476,00;48,00;48,00;44,00;38400,00;1,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0002;3,00;4,00;3,00;false;EAGER-f0,0002-s3-d3-99/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;EAGER-f0,0003-s3-d3-0/100;Success;96100,00;5500,00;93,75;23,00;450,00;0,78;0,00;0,00;11,00;1,00;1,00;0,00;100,00;0,00;212,00;15,00;15,00;19,00;57600,00;1,00;479,00;48,00;48,00;47,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;EAGER-f0,0003-s3-d3-1/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;EAGER-f0,0003-s3-d3-2/100;Success;96000,00;2800,00;100,00;21,00;447,00;0,00;0,00;0,00;6,00;1,00;1,00;0,00;0,00;0,00;135,00;15,00;15,00;15,00;57600,00;0,00;432,00;48,00;48,00;48,00;38400,00;0,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
EAGER;0,10;10,00;100,00;100,00;100,00;100,00;3,00;5,00;150000,00;0,0003;3,00;4,00;3,00;false;EAGER-f0,0003-s3-d3-3/100;Success;96100,00;5500,00;93,75;23,00;450,00;1,56;0,00;0,00;11,00;1,00;1,00;0,00;100,00;0,00;212,00;15,00;15,00;19,00;57600,00;1,00;479,00;48,00;48,00;47,00;38400,00;1,00;64,00;64,00;64,00;384,00;0,00;0,00;0,00;;;0,00
